city,geo_location,primary_language,primary_language_percentage,secondary_language,secondary_language_percentage,avg_years_education,most_common_education,bachelor_or_higher_percentage
Montreal,"45.528724386375664, -73.61672990075748",Mandarin,49.7,Spanish,26.8,17.9,Bachelor,88.3
Montreal,"45.53057838659593, -73.61359870741869",Arabic,58.3,English,21.6,16.4,Bachelor,67.3
Montreal,"45.53028569239751, -73.61160223497971",Arabic,51.7,Spanish,21.0,13.2,High School,14.3
Montreal,"45.52825399320465, -73.60503114457343",English,78.1,Spanish,8.9,15.8,Bachelor,80.3
Montreal,"45.531180899308254, -73.60459377393906",English,47.8,French,18.3,12.4,PhD,87.4
Montreal,"45.53125147174897, -73.6019210144462",Mandarin,39.0,French,35.6,15.2,High School,40.3
Montreal,"45.53022424065523, -73.5965209995076",Spanish,58.3,English,35.9,16.1,Bachelor,64.9
Montreal,"45.53124878503472, -73.59337908028373",Arabic,32.9,Spanish,21.5,12.3,High School,27.0
Montreal,"45.53007560446373, -73.58966111384217",French,44.5,Spanish,40.2,17.5,High School,35.0
Montreal,"45.530854996497, -73.58550639589673",Spanish,65.2,Arabic,20.7,13.1,Bachelor,57.5
Montreal,"45.528496357314395, -73.58232138056931",Spanish,56.4,French,15.3,12.3,High School,29.0
Montreal,"45.531862724174815, -73.57840959080704",Arabic,61.9,Spanish,17.7,15.1,Master,66.4
Montreal,"45.52872265669292, -73.5762702562403",Spanish,39.5,Mandarin,38.6,15.7,High School,43.5
Montreal,"45.528719750225704, -73.57311444625913",French,37.4,Arabic,25.4,13.4,High School,43.0
Montreal,"45.53120205188734, -73.57150781878711",Mandarin,46.6,French,20.2,16.0,Bachelor,89.3
Montreal,"45.52851526396201, -73.5678417470658",Spanish,64.8,English,26.8,13.0,High School,37.3
Montreal,"45.52864484104776, -73.56308334849506",Mandarin,41.6,Spanish,24.4,17.8,PhD,76.4
Montreal,"45.53140580042461, -73.56185997888194",Arabic,35.4,Spanish,32.1,13.5,Associate Degree,47.8
Montreal,"45.5319197137393, -73.5566420734237",French,37.7,Spanish,32.8,13.7,High School,43.9
Montreal,"45.52945423856277, -73.55315562473223",Arabic,40.2,Mandarin,30.5,14.2,High School,32.3
Montreal,"45.52969220530919, -73.54821908606117",English,47.6,Mandarin,16.9,16.0,Associate Degree,48.1
Montreal,"45.5313336755906, -73.65079760008913",English,43.1,French,41.5,14.1,PhD,55.1
Montreal,"45.53511819179691, -73.64658889438",French,34.7,English,33.0,17.8,Master,66.2
Montreal,"45.534464540629386, -73.64269670302072",Mandarin,40.1,English,36.4,16.6,PhD,58.8
Montreal,"45.53311301448365, -73.63969171412317",English,33.9,Arabic,29.7,17.5,Bachelor,54.1
Montreal,"45.53411373931109, -73.63657600162693",French,51.1,Spanish,23.5,17.7,Master,86.1
Montreal,"45.53527741142104, -73.63392486483039",Mandarin,43.5,Spanish,35.1,14.7,Master,81.1
Montreal,"45.53348617128066, -73.63116064197756",Spanish,55.4,Arabic,30.6,17.5,Bachelor,56.1
Montreal,"45.53172936985878, -73.62538761348392",French,45.8,Mandarin,24.8,16.3,Master,85.0
Montreal,"45.532281734755735, -73.6245810387291",Arabic,83.2,Mandarin,6.4,17.0,PhD,63.3
Montreal,"45.532532170251685, -73.61866948878124",Spanish,39.1,Arabic,24.0,13.7,Master,77.4
Montreal,"45.53516302504542, -73.61625808911865",Spanish,43.0,French,20.6,16.8,PhD,72.1
Montreal,"45.532197493203235, -73.61389707268444",English,28.6,Spanish,26.3,16.9,Bachelor,63.8
Montreal,"45.53184730179297, -73.60951074902945",English,32.4,Arabic,27.7,16.4,Master,53.0
Montreal,"45.53163077197124, -73.60764679718234",French,33.2,Spanish,24.4,14.8,Master,90.3
Montreal,"45.53286046258558, -73.60171869359921",English,74.6,Arabic,8.9,16.9,Bachelor,56.4
Montreal,"45.53293357083567, -73.60166698369548",Mandarin,45.2,French,26.4,14.7,Master,68.6
Montreal,"45.53235005090663, -73.59696529321053",English,62.1,French,26.9,12.1,High School,54.1
Montreal,"45.53411139481693, -73.59318971605488",English,57.3,Arabic,19.7,17.6,Master,67.4
Montreal,"45.531615565517434, -73.5890693004051",English,49.3,French,34.7,15.3,PhD,72.3
Montreal,"45.53531477040946, -73.58587945493126",Arabic,74.7,Mandarin,14.6,14.7,Associate Degree,43.6
Montreal,"45.532103843014866, -73.5838447642953",Arabic,48.6,French,27.7,16.6,Bachelor,82.0
Montreal,"45.533962605545355, -73.57871796716715",French,46.3,Spanish,29.8,16.5,Associate Degree,63.6
Montreal,"45.53375311210247, -73.57698792077636",French,58.7,Mandarin,18.2,12.8,High School,53.0
Montreal,"45.53194729897329, -73.57136353736756",Arabic,31.7,Spanish,23.1,12.0,Bachelor,72.9
Montreal,"45.53306784185903, -73.57189636054741",English,63.9,Mandarin,17.3,16.6,PhD,92.2
Montreal,"45.53374776231986, -73.56835656827876",Spanish,47.7,Mandarin,45.0,12.7,Master,66.3
Montreal,"45.5318318182289, -73.56489337280341",English,47.4,Spanish,18.6,14.8,Bachelor,71.0
Montreal,"45.53352680847267, -73.56173616256329",Arabic,48.1,English,19.7,15.7,Bachelor,56.7
Montreal,"45.533894043289294, -73.5572153887279",Spanish,46.6,Mandarin,33.7,15.2,High School,56.0
Montreal,"45.532667402727746, -73.55424032132387",English,48.8,French,16.7,13.0,Bachelor,52.7
Montreal,"45.5348087548156, -73.55109693812508",Mandarin,37.4,Arabic,33.0,14.7,Associate Degree,54.4
Montreal,"45.534706119997246, -73.65049137607278",Mandarin,40.7,Arabic,32.3,12.5,Associate Degree,32.9
Montreal,"45.538541760610215, -73.64715213726109",French,54.4,Mandarin,34.5,15.4,Bachelor,60.0
Montreal,"45.53508667758453, -73.64163078989219",Arabic,43.3,Spanish,36.0,13.9,High School,21.7
Montreal,"45.53536959215581, -73.63908669034018",Spanish,42.3,Mandarin,32.5,16.3,Associate Degree,37.2
Montreal,"45.53589286488063, -73.63538129367014",Mandarin,38.7,English,19.6,17.1,Bachelor,72.8
Montreal,"45.53662514106718, -73.63321749285811",Arabic,40.5,Mandarin,21.4,17.0,High School,36.6
Montreal,"45.53746848880963, -73.62853840660209",Arabic,58.8,Spanish,30.8,13.2,Bachelor,61.4
Montreal,"45.53687283559455, -73.62623679888947",French,50.3,Spanish,36.4,12.2,High School,38.0
Montreal,"45.53825294763986, -73.62465034366693",Arabic,39.7,French,25.4,15.0,Bachelor,50.8
Montreal,"45.538452707889235, -73.62044174667655",Spanish,49.5,French,17.2,17.2,Bachelor,59.1
Montreal,"45.536047358219015, -73.61570147811341",Mandarin,43.0,Arabic,20.9,15.0,High School,51.0
Montreal,"45.53853866780168, -73.61320660478219",English,32.1,Mandarin,31.8,12.2,High School,54.6
Montreal,"45.537045134580595, -73.60860147993557",Spanish,79.2,French,5.9,12.4,Master,70.6
Montreal,"45.53657411414164, -73.60815637785417",Spanish,33.5,English,31.9,15.0,Associate Degree,42.5
Montreal,"45.53470465654195, -73.60327907165747",French,31.6,Spanish,28.8,12.5,High School,51.6
Montreal,"45.53528863179657, -73.60149452656081",Mandarin,40.9,Arabic,30.0,17.7,Bachelor,86.0
Montreal,"45.53618186932507, -73.59572497716742",Mandarin,44.1,English,31.2,17.7,Bachelor,90.0
Montreal,"45.53487812516844, -73.59243165624224",Mandarin,34.7,Spanish,27.7,17.4,High School,40.3
Montreal,"45.53856466605376, -73.58916999033757",Arabic,43.9,Spanish,22.4,13.3,High School,14.9
Montreal,"45.53566311317717, -73.58623185470448",English,50.7,French,25.8,16.8,Associate Degree,38.1
Montreal,"45.537493813717106, -73.58460091523014",Arabic,41.8,French,28.9,17.8,Associate Degree,45.8
Montreal,"45.5386116517689, -73.578806124405",Arabic,62.0,English,17.4,16.7,Bachelor,58.1
Montreal,"45.536675583649284, -73.57756337476911",French,43.5,Spanish,38.3,12.7,PhD,91.2
Montreal,"45.53637772699756, -73.57156662529553",French,37.7,Mandarin,31.3,14.6,Associate Degree,41.9
Montreal,"45.53819221750668, -73.56874390699777",English,30.6,Mandarin,24.1,12.4,Associate Degree,59.7
Montreal,"45.535887416391645, -73.56523498076935",English,42.2,Arabic,28.1,13.0,Bachelor,82.6
Montreal,"45.538456485260696, -73.56370727419544",Mandarin,34.6,English,30.6,17.4,PhD,95.0
Montreal,"45.535917614316304, -73.56163943762677",Arabic,50.1,English,28.9,13.0,High School,54.7
Montreal,"45.53498456613452, -73.55574685454646",English,59.2,Mandarin,27.4,16.3,PhD,87.1
Montreal,"45.53844613446078, -73.55467288083109",Arabic,65.0,Spanish,22.8,16.5,Master,61.7
Montreal,"45.53489631275588, -73.54902636217219",Spanish,55.5,Mandarin,27.5,16.4,High School,48.7
Montreal,"45.540216639099405, -73.65002859786725",French,69.5,Arabic,20.8,15.6,High School,48.2
Montreal,"45.54149741184743, -73.64481800134138",English,60.8,French,16.1,13.2,Master,75.2
Montreal,"45.539695934494645, -73.64329860388442",English,39.9,Arabic,28.4,14.5,High School,38.2
Montreal,"45.540923189465296, -73.64008137620992",Arabic,46.5,English,20.2,16.8,PhD,53.4
Montreal,"45.54006004594818, -73.63467484896351",Arabic,57.4,English,24.6,16.6,PhD,80.5
Montreal,"45.54155232213534, -73.63254180552191",Spanish,55.5,French,14.8,17.2,Associate Degree,48.5
Montreal,"45.53962188580674, -73.62953485357195",Spanish,51.2,Mandarin,26.0,13.7,PhD,91.7
Montreal,"45.54164354562257, -73.62568299762385",Spanish,31.0,English,25.5,14.9,Associate Degree,51.5
Montreal,"45.540856640291956, -73.62252296647824",French,45.9,Spanish,32.1,13.1,PhD,56.7
Montreal,"45.54099867181018, -73.62102309501189",Arabic,42.3,Spanish,18.7,15.2,Master,64.2
Montreal,"45.54095593260709, -73.61486319310704",Spanish,47.6,English,36.0,17.3,Bachelor,95.5
Montreal,"45.541293453574156, -73.61181200574998",Spanish,34.0,Arabic,29.4,15.0,PhD,89.5
Montreal,"45.54011244567287, -73.60956322556608",English,38.2,Arabic,37.5,12.2,Master,56.9
Montreal,"45.5404294941857, -73.60480807713165",Spanish,39.6,French,35.5,17.4,PhD,58.4
Montreal,"45.54069808867366, -73.60180561107109",French,35.6,Arabic,22.8,17.2,Associate Degree,32.4
Montreal,"45.54009406566333, -73.60109972568824",Spanish,34.1,French,28.1,14.1,High School,35.0
Montreal,"45.5383004894962, -73.59530903092623",French,26.5,Arabic,24.4,16.2,Associate Degree,48.3
Montreal,"45.54005473793606, -73.59152339892434",Arabic,26.3,Spanish,25.6,12.4,Bachelor,80.5
Montreal,"45.53969088907527, -73.59048362093657",French,31.0,English,27.0,13.6,Master,95.6
Montreal,"45.53949313479572, -73.58821373262988",English,28.6,Spanish,25.4,13.1,Master,71.5
Montreal,"45.54165618070004, -73.58433427243932",Spanish,45.6,French,29.7,15.4,PhD,76.3
Montreal,"45.540156478489955, -73.57893434435553",Mandarin,48.1,French,26.3,12.4,Bachelor,99.2
Montreal,"45.53847146160275, -73.57746995469482",English,38.6,Spanish,22.7,12.9,Master,75.4
Montreal,"45.53917418015792, -73.57448106955482",Mandarin,28.7,English,28.6,16.6,High School,31.5
Montreal,"45.54095210288856, -73.56972463222165",Mandarin,34.5,Arabic,21.4,12.7,Master,86.4
Montreal,"45.538869852779, -73.56744738746893",Mandarin,34.7,English,29.4,13.7,Master,62.9
Montreal,"45.541732445775246, -73.56276143879148",Arabic,48.9,Mandarin,21.2,17.5,Associate Degree,38.8
Montreal,"45.54130290954988, -73.56185828349187",Arabic,72.5,Spanish,10.5,14.4,Bachelor,61.0
Montreal,"45.53985222792305, -73.55619567190065",Spanish,69.2,English,16.6,14.5,High School,23.5
Montreal,"45.5399530658441, -73.55391035707774",English,75.1,Mandarin,15.4,17.5,Bachelor,64.8
Montreal,"45.540462120993745, -73.55068579279487",Mandarin,36.8,English,28.1,16.0,Bachelor,88.2
Montreal,"45.54274890431088, -73.65197938235552",French,79.7,Mandarin,9.0,15.1,Associate Degree,35.2
Montreal,"45.54489411843983, -73.64792203584109",Arabic,42.0,Mandarin,20.6,12.2,Bachelor,67.5
Montreal,"45.542751462628715, -73.64492798221815",French,36.5,Spanish,29.6,17.8,High School,33.1
Montreal,"45.543301517810356, -73.64166102488252",French,67.5,Spanish,27.4,14.9,High School,67.4
Montreal,"45.5433906077315, -73.63805182400115",Mandarin,60.3,Spanish,26.5,15.6,Bachelor,63.5
Montreal,"45.54182870392739, -73.63338368471443",Arabic,38.7,English,32.4,13.6,Bachelor,90.6
Montreal,"45.54195585493553, -73.62937346621604",English,50.1,French,26.5,15.7,Master,71.5
Montreal,"45.542237714264914, -73.62708523136256",Mandarin,41.1,Spanish,23.1,13.3,High School,49.5
Montreal,"45.54253047314379, -73.62361996745392",English,37.0,French,32.4,18.0,Bachelor,74.2
Montreal,"45.54206206149468, -73.6187538245836",Spanish,39.0,Mandarin,33.3,14.1,Master,55.9
Montreal,"45.541768113304855, -73.61691237839095",Spanish,29.3,French,26.6,13.3,Master,79.2
Montreal,"45.54469076317865, -73.6146859961309",French,31.7,English,27.0,14.5,Bachelor,81.9
Montreal,"45.54274828444164, -73.61026415938122",French,39.2,Spanish,29.7,17.3,Bachelor,74.7
Montreal,"45.542770280317974, -73.60518461038542",French,53.9,Arabic,34.6,15.2,Master,77.3
Montreal,"45.542127191805164, -73.60457506505793",Mandarin,34.5,French,20.7,16.8,High School,30.8
Montreal,"45.54149435856343, -73.60042181597885",Arabic,37.7,English,29.1,15.2,PhD,38.4
Montreal,"45.54430902928108, -73.59506267542545",Spanish,54.6,French,23.9,13.8,High School,45.5
Montreal,"45.54197458333769, -73.59453736563678",French,45.3,Mandarin,25.1,15.9,Master,67.7
Montreal,"45.543250513274266, -73.58933902841858",Spanish,48.5,English,27.6,16.3,High School,51.2
Montreal,"45.54239653181391, -73.58698228537573",English,44.6,French,40.3,16.4,Master,63.2
Montreal,"45.543533828024934, -73.5821340529914",Spanish,44.7,Arabic,21.4,15.0,High School,51.4
Montreal,"45.54419061716778, -73.5807004492059",Spanish,48.3,Mandarin,22.5,15.7,Bachelor,54.0
Montreal,"45.54439090417168, -73.57513960054318",Spanish,29.4,French,21.6,18.0,Bachelor,80.4
Montreal,"45.5433407676635, -73.57163908833041",English,41.6,Mandarin,23.7,12.6,Bachelor,75.6
Montreal,"45.544705584987774, -73.57044460597243",English,48.3,French,25.9,13.7,High School,60.4
Montreal,"45.5417722644694, -73.56823514832676",English,30.0,Arabic,29.3,14.0,PhD,80.3
Montreal,"45.54141794216016, -73.56471116537817",Mandarin,43.1,English,40.3,15.7,PhD,70.4
Montreal,"45.54333333705903, -73.55893046019422",Arabic,35.9,French,20.2,12.0,PhD,69.5
Montreal,"45.5422793530738, -73.5559534253926",Arabic,47.8,French,28.2,16.3,High School,44.0
Montreal,"45.542701897326005, -73.55142757922617",Arabic,41.5,Spanish,25.9,13.6,Associate Degree,43.5
Montreal,"45.54428305955752, -73.55026268594025",Mandarin,72.3,English,11.1,15.7,Master,72.0
Montreal,"45.545824533182845, -73.65005628302448",Arabic,50.7,French,22.5,14.6,Associate Degree,39.7
Montreal,"45.54771026625521, -73.64767567746985",French,66.3,English,18.5,13.5,High School,49.3
Montreal,"45.54527664956637, -73.64328837399125",Mandarin,29.2,English,27.4,15.1,PhD,77.4
Montreal,"45.545664533812236, -73.63893308958069",Mandarin,35.5,English,26.0,12.5,Bachelor,74.4
Montreal,"45.54812333388915, -73.63468963842489",French,35.5,Arabic,23.8,15.4,Associate Degree,56.6
Montreal,"45.54565608415007, -73.6320508956682",Mandarin,33.1,French,26.8,12.2,PhD,58.1
Montreal,"45.54546031650327, -73.62917415640406",English,45.8,French,26.6,17.6,High School,48.3
Montreal,"45.54790647654046, -73.62586208685049",Spanish,56.5,French,14.6,15.2,High School,41.6
Montreal,"45.54667600244118, -73.62460858033532",Mandarin,29.7,French,28.9,16.5,PhD,79.3
Montreal,"45.54863687334026, -73.6196352152041",Spanish,61.2,Arabic,14.1,14.1,PhD,74.2
Montreal,"45.547204575433796, -73.61774912989775",Arabic,51.0,English,23.2,16.8,High School,37.0
Montreal,"45.54519584991737, -73.61517986760714",Mandarin,36.9,English,26.2,15.5,Master,74.2
Montreal,"45.54862826185004, -73.6082836066739",Spanish,27.9,Arabic,25.3,13.3,Associate Degree,32.0
Montreal,"45.54637187857482, -73.606200797234",Arabic,36.4,French,36.0,13.5,Bachelor,62.6
Montreal,"45.54503040838831, -73.60512951187152",French,48.9,English,20.1,17.6,Bachelor,73.4
Montreal,"45.546295855428525, -73.60077421621381",Arabic,54.0,English,25.3,12.6,PhD,53.1
Montreal,"45.54719990656714, -73.59774095607136",French,36.7,Spanish,31.8,17.0,High School,31.4
Montreal,"45.546011378072485, -73.59341655238286",French,56.4,Mandarin,25.1,14.2,Associate Degree,23.6
Montreal,"45.54670612143756, -73.589424507378",Arabic,47.7,French,26.2,13.0,Associate Degree,56.0
Montreal,"45.54588382662664, -73.58758968230993",Spanish,66.5,Mandarin,18.7,14.7,Bachelor,57.8
Montreal,"45.54578889042963, -73.58392923527822",Mandarin,30.1,Arabic,29.4,16.9,Bachelor,90.3
Montreal,"45.5463389634663, -73.58072063646033",Arabic,41.2,English,20.3,15.7,High School,65.6
Montreal,"45.54485689224348, -73.57850311015048",Spanish,60.2,Mandarin,25.7,14.8,High School,35.3
Montreal,"45.54487518921476, -73.57235431451635",Spanish,28.8,Mandarin,21.9,12.8,High School,52.8
Montreal,"45.54551457687076, -73.57011176734328",Mandarin,57.3,French,27.3,17.8,PhD,60.0
Montreal,"45.54830059456646, -73.56826361986704",English,43.3,Spanish,30.1,14.0,PhD,62.9
Montreal,"45.54540602667885, -73.56154002059029",Mandarin,67.0,English,19.3,16.7,Master,79.4
Montreal,"45.54612099163734, -73.5607825732198",Mandarin,34.8,English,27.3,16.0,Master,65.3
Montreal,"45.54505421555049, -73.55861202033311",Mandarin,47.7,Arabic,39.0,13.9,PhD,72.1
Montreal,"45.54687373957347, -73.55188543625283",English,34.1,French,34.1,12.8,Bachelor,71.6
Montreal,"45.54599151360076, -73.54903483158915",Mandarin,51.0,English,20.4,13.0,Bachelor,76.5
Montreal,"45.549445539854254, -73.64888476676974",Mandarin,52.1,Arabic,18.8,15.7,Associate Degree,56.2
Montreal,"45.55011544825449, -73.64718029752657",Spanish,55.7,Arabic,18.1,17.4,Associate Degree,28.0
Montreal,"45.55060099337327, -73.64449320012578",Arabic,46.4,English,18.8,16.9,PhD,82.3
Montreal,"45.549536197426534, -73.63845122480076",Mandarin,34.7,French,26.2,16.0,PhD,74.6
Montreal,"45.54852194162099, -73.63569631691968",Arabic,38.3,French,33.4,17.3,Bachelor,48.5
Montreal,"45.54848141738894, -73.632987087509",French,36.1,Arabic,21.8,13.1,Associate Degree,41.6
Montreal,"45.55164870732677, -73.62938257936189",Spanish,32.8,Arabic,30.6,14.8,High School,35.4
Montreal,"45.548761734401964, -73.6258480264511",Mandarin,34.9,Arabic,34.0,14.2,High School,47.8
Montreal,"45.551702002558066, -73.62503381492868",Spanish,44.9,Mandarin,16.9,17.3,Associate Degree,43.6
Montreal,"45.550186316091384, -73.620628408125",English,46.5,Spanish,30.3,16.1,PhD,79.4
Montreal,"45.55090140263659, -73.61470808820643",French,55.3,Mandarin,30.1,15.4,PhD,59.5
Montreal,"45.54880799646775, -73.61245025546887",Spanish,68.7,Arabic,22.4,14.2,Associate Degree,31.6
Montreal,"45.54817524442458, -73.61123317308967",Arabic,61.5,Spanish,19.4,13.9,High School,20.0
Montreal,"45.55020198272799, -73.60765656463629",Arabic,31.8,Spanish,20.6,12.1,High School,50.8
Montreal,"45.55150830137012, -73.60191958015623",Spanish,35.6,Arabic,33.3,16.1,Bachelor,78.3
Montreal,"45.551627259390365, -73.59809949537076",French,59.0,English,32.3,14.7,High School,32.1
Montreal,"45.551579652111705, -73.59687273778627",English,33.1,Arabic,31.2,13.9,High School,53.1
Montreal,"45.55086930349819, -73.59168993661494",French,60.8,Arabic,34.5,12.8,High School,34.3
Montreal,"45.5482708339835, -73.59032398335565",Mandarin,50.4,Spanish,15.9,13.5,High School,51.7
Montreal,"45.55172532930828, -73.58665118895598",French,32.0,English,30.0,14.6,Master,87.1
Montreal,"45.5480874995937, -73.58293671868421",Mandarin,35.2,Arabic,29.8,17.8,Bachelor,66.3
Montreal,"45.55078682491086, -73.58148426305384",Mandarin,50.5,French,21.2,12.9,PhD,71.8
Montreal,"45.548181780903214, -73.57640196759321",Arabic,46.2,Spanish,24.8,15.7,Bachelor,58.2
Montreal,"45.55117756152071, -73.57255811999669",French,53.1,Arabic,27.7,14.7,PhD,73.8
Montreal,"45.550962860787344, -73.57041002468779",Arabic,50.4,English,22.2,14.9,Associate Degree,49.3
Montreal,"45.550738777116905, -73.56518564378678",Spanish,47.9,French,40.2,13.1,PhD,68.2
Montreal,"45.551886153670395, -73.56467126045314",Spanish,34.4,Mandarin,25.4,12.1,High School,36.0
Montreal,"45.55100291116563, -73.5604633983206",Arabic,42.1,Mandarin,27.9,14.7,Bachelor,83.8
Montreal,"45.5511174886939, -73.55706327082889",French,35.9,Arabic,33.0,17.4,Bachelor,87.1
Montreal,"45.54908597675582, -73.55459706797191",English,55.5,Mandarin,19.7,14.4,Bachelor,59.6
Montreal,"45.54864001222169, -73.55112876911187",French,37.9,Arabic,32.4,15.3,PhD,71.3
