city,geo_location,total_population,male_population,female_population,male_avg_age,female_avg_age,overall_avg_age,avg_household_size
Montreal,"45.55228620043273, -73.63184363729836",4653,2345,2308,37.8,34.7,36.2,3.8
Montreal,"45.55192589123871, -73.62513225677775",4316,2145,2171,32.2,33.1,32.6,3.5
Montreal,"45.55504232516288, -73.62425159391145",3272,1513,1759,29.2,43.4,36.8,3.3
Montreal,"45.55449581860656, -73.61943034750283",2334,1138,1196,37.7,44.0,41.0,3.4
Montreal,"45.552329365630634, -73.61537302559982",4391,2012,2379,35.4,27.6,31.2,4.0
Montreal,"45.55347171302983, -73.61532773348742",1265,674,591,42.3,44.2,43.2,4.4
Montreal,"45.55272318092881, -73.60957936185682",3765,2029,1736,40.8,30.6,36.1,4.4
Montreal,"45.55280977398131, -73.60833368204197",4833,2175,2658,39.6,27.4,32.9,4.5
Montreal,"45.55415518020244, -73.60313623304376",1488,680,808,43.7,30.2,36.3,3.3
Montreal,"45.55422165169717, -73.60036662847106",3660,1676,1984,27.1,36.7,32.3,3.5
Montreal,"45.5537792614687, -73.59736812610471",1247,655,592,34.1,41.0,37.4,2.8
Montreal,"45.55156238705792, -73.59206964470911",4143,1989,2154,43.4,29.3,36.0,4.0
Montreal,"45.55462906047768, -73.59112288162916",4152,2146,2006,43.3,42.2,42.8,4.0
Montreal,"45.555194243191075, -73.58795972571008",4973,2591,2382,29.8,45.0,37.1,3.8
Montreal,"45.55521975215323, -73.58318377855447",4975,2384,2591,38.5,44.4,41.6,3.5
Montreal,"45.55524838288232, -73.57888725602808",1019,464,555,36.2,42.7,39.8,3.8
Montreal,"45.554455386079844, -73.57824089573654",2395,1135,1260,31.7,26.9,29.2,2.7
Montreal,"45.55431641248926, -73.57380540942314",3661,1913,1748,36.1,25.6,31.1,4.4
Montreal,"45.55394863220823, -73.56851989684623",4092,1909,2183,34.7,44.4,39.9,2.6
Montreal,"45.553870555498335, -73.56646315545223",2675,1381,1294,33.2,25.4,29.4,3.6
Montreal,"45.554600721451905, -73.56445077718324",2476,1339,1137,41.9,36.0,39.2,2.9
Montreal,"45.55240850734325, -73.55967334480196",3339,1718,1621,32.2,26.3,29.3,3.1
Montreal,"45.5545642651774, -73.55565507587605",4104,2185,1919,35.6,44.5,39.8,4.0
Montreal,"45.551955899241946, -73.55440644076278",1004,535,469,28.8,44.9,36.3,3.4
Montreal,"45.55423847782912, -73.55052543997323",4407,2316,2091,36.9,44.7,40.6,3.4
Montreal,"45.558275339240204, -73.6516252357514",4320,2050,2270,35.4,26.2,30.6,3.8
Montreal,"45.55539272084214, -73.6479265545761",4079,2134,1945,43.4,39.1,41.3,3.4
Montreal,"45.55811607535212, -73.64457789364748",4307,2342,1965,29.5,25.7,27.8,4.1
Montreal,"45.556628740199706, -73.63908208003103",4254,2234,2020,25.7,44.3,34.5,4.3
Montreal,"45.55725692375348, -73.63858247745107",1960,935,1025,30.4,28.1,29.2,3.9
Montreal,"45.5553183412617, -73.634622396256",2782,1388,1394,31.1,33.8,32.4,3.3
Montreal,"45.55624345600666, -73.62956871169247",3802,1777,2025,33.2,26.2,29.5,3.4
Montreal,"45.55494448314538, -73.62837847190818",2173,1124,1049,30.4,31.8,31.1,3.1
Montreal,"45.55564768200482, -73.62169680911367",1545,761,784,32.9,38.5,35.8,2.7
Montreal,"45.558548208526844, -73.62159906480538",3449,1727,1722,35.0,33.9,34.5,3.7
Montreal,"45.55677378086658, -73.61575960816691",3041,1513,1528,32.0,42.2,37.1,4.1
Montreal,"45.557898637573274, -73.61292015926739",1793,861,932,40.3,40.1,40.2,2.6
Montreal,"45.5561781671857, -73.61191713633805",2791,1528,1263,32.9,44.8,38.3,3.0
Montreal,"45.557972915659754, -73.60561288364241",1887,872,1015,39.9,38.3,39.0,4.3
Montreal,"45.557244595118405, -73.60515837316318",2414,1127,1287,43.5,44.0,43.8,2.9
Montreal,"45.5556600384445, -73.60166561781561",1041,532,509,39.3,25.7,32.6,4.5
Montreal,"45.55523720908975, -73.59615712916057",4086,2155,1931,30.2,40.2,34.9,4.0
Montreal,"45.55472065428274, -73.59146789028219",1930,933,997,33.7,31.9,32.7,3.8
Montreal,"45.558497137431054, -73.5915746442216",2113,1049,1064,39.9,32.4,36.1,2.8
Montreal,"45.55761119270776, -73.58731310699822",3900,1972,1928,34.6,37.7,36.1,3.7
Montreal,"45.557496489686315, -73.58452404676459",1101,502,599,41.0,41.8,41.4,4.3
Montreal,"45.5565883683888, -73.57974859506213",2636,1376,1260,40.3,37.0,38.7,2.9
Montreal,"45.55644397145953, -73.57801408889968",1557,777,780,29.6,44.9,37.2,2.8
Montreal,"45.55599369194544, -73.5747152800388",3182,1732,1450,38.9,28.2,34.0,4.4
Montreal,"45.55489016869297, -73.5692318352083",3128,1479,1649,27.8,40.7,34.6,4.2
Montreal,"45.55717661007872, -73.56817436460591",1897,947,950,28.5,31.7,30.1,3.7
Montreal,"45.5579663662725, -73.56492207208639",1417,642,775,41.2,39.3,40.2,4.1
Montreal,"45.555853620631574, -73.55995383033495",4003,2081,1922,42.7,25.1,34.3,3.9
Montreal,"45.55801260020579, -73.55809932656085",2278,1057,1221,29.2,43.7,37.0,2.6
Montreal,"45.5583153345155, -73.55523732985377",4043,1999,2044,30.3,28.8,29.6,4.3
Montreal,"45.55637520839925, -73.55141049395938",1805,935,870,37.6,35.7,36.7,4.1
Montreal,"45.56062145838997, -73.65109646243091",1862,937,925,32.3,37.7,35.0,4.4
Montreal,"45.56151596041573, -73.6471276914372",1523,740,783,34.7,35.9,35.4,4.3
Montreal,"45.56153689565405, -73.64204219385283",2103,1044,1059,33.8,36.8,35.3,4.1
Montreal,"45.55844963468587, -73.64132176375416",3628,1859,1769,40.1,38.7,39.4,2.7
Montreal,"45.558440542615195, -73.63825972164801",4889,2405,2484,38.2,35.8,37.0,4.3
Montreal,"45.56182339627391, -73.63390410171719",3672,1882,1790,30.9,41.9,36.3,3.2
Montreal,"45.56046278707188, -73.6315265961182",2238,1170,1068,38.8,26.9,33.1,3.5
Montreal,"45.56169327842965, -73.62498717225338",3853,1941,1912,29.4,37.4,33.4,2.8
Montreal,"45.56158234596382, -73.62291530780541",2185,989,1196,29.1,27.9,28.5,4.1
Montreal,"45.5587122711071, -73.61987807743743",1811,932,879,44.8,37.1,41.0,3.5
Montreal,"45.56039844593946, -73.61594893341983",2485,1271,1214,30.3,44.2,37.1,3.6
Montreal,"45.55860088014284, -73.6126642397934",3277,1544,1733,41.1,25.8,33.0,3.7
Montreal,"45.55920625506713, -73.60872974982003",3513,1900,1613,34.4,43.3,38.5,3.8
Montreal,"45.559393542733055, -73.60825097641535",4532,2138,2394,29.2,38.9,34.3,2.5
Montreal,"45.56166493742166, -73.60268640647226",1675,769,906,35.2,40.2,37.9,4.1
Montreal,"45.561731527336406, -73.59875712234059",2722,1487,1235,41.0,40.6,40.8,3.9
Montreal,"45.56084522672888, -73.59836118869616",3979,1802,2177,31.6,32.9,32.3,3.4
Montreal,"45.558008715059216, -73.59160095353987",4733,2478,2255,35.5,37.8,36.6,4.0
Montreal,"45.55859457179242, -73.58937658351223",2651,1364,1287,29.5,31.0,30.2,3.3
Montreal,"45.559281024013394, -73.58710426836869",1383,742,641,41.6,36.5,39.2,3.6
Montreal,"45.560885373854546, -73.58219114895732",2010,933,1077,36.7,39.5,38.2,2.7
Montreal,"45.55991372805282, -73.58173074546119",3993,1797,2196,35.6,28.7,31.8,2.8
Montreal,"45.560311371518004, -73.5748283254089",2923,1426,1497,28.1,31.5,29.8,3.6
Montreal,"45.559113904569884, -73.57497154525947",2640,1251,1389,38.5,30.9,34.5,3.6
Montreal,"45.56197908673071, -73.5712725106547",2698,1275,1423,37.1,37.3,37.2,4.3
Montreal,"45.55954006959059, -73.56738940354703",2183,983,1200,36.1,32.0,33.8,4.1
Montreal,"45.55969532827977, -73.56255964999478",2171,1066,1105,33.7,38.3,36.0,3.2
Montreal,"45.55965577738291, -73.55882599363814",1305,648,657,35.3,29.3,32.3,2.6
Montreal,"45.559333860580274, -73.55545810295311",4024,2153,1871,25.3,27.9,26.5,4.1
Montreal,"45.56061581688886, -73.55434970084677",2915,1585,1330,32.6,32.5,32.6,3.9
Montreal,"45.559674638526126, -73.55001159082238",4985,2326,2659,39.7,38.1,38.9,3.4
Montreal,"45.56346841592071, -73.64987010227037",3948,2054,1894,28.7,43.9,36.0,2.9
Montreal,"45.56461895012548, -73.64712815765292",4760,2382,2378,30.4,29.3,29.8,4.5
Montreal,"45.56365718908255, -73.64364597028911",2745,1418,1327,25.1,26.9,26.0,2.7
Montreal,"45.563644839091396, -73.63922600418891",3470,1565,1905,36.0,33.6,34.7,3.9
Montreal,"45.564326467331824, -73.63585429341335",3978,1799,2179,33.8,44.5,39.7,4.0
Montreal,"45.562274105609305, -73.6353218689103",2693,1295,1398,43.5,33.9,38.5,4.0
Montreal,"45.56530895458213, -73.63193138139361",4631,2348,2283,38.8,38.3,38.6,3.5
Montreal,"45.563566831205506, -73.62483620358108",3515,1709,1806,43.8,26.8,35.1,4.5
Montreal,"45.56501694973638, -73.62509502377377",4256,1940,2316,41.3,38.4,39.7,3.7
Montreal,"45.56273072347127, -73.6186049940035",3030,1392,1638,33.3,43.3,38.7,4.0
Montreal,"45.56480042336718, -73.61539062485677",3690,1904,1786,37.8,36.2,37.0,2.5
Montreal,"45.56251212248585, -73.61475677236412",2433,1277,1156,41.3,39.3,40.4,3.3
Montreal,"45.564746582156964, -73.60811272159424",4937,2505,2432,31.0,43.3,37.1,4.1
Montreal,"45.56498514896893, -73.60769667703279",3820,2085,1735,29.7,33.8,31.6,3.6
Montreal,"45.564644620564316, -73.60510987066984",1233,646,587,40.7,43.9,42.2,3.2
Montreal,"45.561884538584465, -73.59815179205847",3052,1661,1391,25.6,31.6,28.3,3.4
Montreal,"45.56414918475776, -73.59715682353378",4761,2612,2149,36.1,33.9,35.1,4.1
Montreal,"45.561438720862945, -73.59147368056303",2240,1173,1067,33.9,36.9,35.3,4.3
Montreal,"45.562820070258404, -73.58919439294618",3210,1605,1605,44.5,30.5,37.5,4.1
Montreal,"45.563984322614914, -73.58837158548405",2453,1114,1339,41.4,35.2,38.0,3.7
Montreal,"45.56468308211149, -73.58185142542446",3061,1389,1672,28.2,31.5,30.0,2.8
Montreal,"45.56145407625477, -73.58053902312692",1184,593,591,36.4,36.8,36.6,3.8
Montreal,"45.561649306503284, -73.57835840548042",2148,1051,1097,37.2,37.8,37.5,3.0
Montreal,"45.56361006595188, -73.57207848829778",1910,916,994,42.5,32.2,37.1,3.6
Montreal,"45.56193220223284, -73.57127030195386",3436,1659,1777,44.9,28.7,36.6,2.7
Montreal,"45.56430756508728, -73.56567423816936",2456,1200,1256,41.5,35.1,38.2,2.6
Montreal,"45.56412758903549, -73.56413530254949",3134,1581,1553,29.2,42.4,35.7,3.3
Montreal,"45.56297942326633, -73.56065065203774",2190,1069,1121,25.0,31.0,28.1,4.1
Montreal,"45.56445892096494, -73.55588567856907",1868,929,939,30.2,30.5,30.4,3.4
Montreal,"45.562480409615574, -73.55470978398938",4743,2410,2333,38.1,42.6,40.3,3.4
Montreal,"45.56485796190229, -73.55187152357088",1762,824,938,41.2,25.9,33.1,4.0
Montreal,"45.56767119838318, -73.64998681830883",3977,2018,1959,38.6,39.0,38.8,4.5
Montreal,"45.56471013697177, -73.64533594628901",3257,1722,1535,39.2,39.2,39.2,3.9
Montreal,"45.56738628084307, -73.64182942727842",3615,1830,1785,37.8,25.8,31.9,4.2
Montreal,"45.566883290351775, -73.63868192707723",1502,723,779,37.0,29.3,33.0,3.2
Montreal,"45.56834326758699, -73.6366591769167",4461,2250,2211,39.3,38.2,38.8,2.5
Montreal,"45.56750407792809, -73.63363865228699",4337,2048,2289,31.3,40.0,35.9,4.0
Montreal,"45.56529386921541, -73.6281075106832",1106,516,590,31.8,42.1,37.3,2.9
Montreal,"45.566752670845716, -73.62475496153182",3124,1409,1715,44.8,42.7,43.7,2.6
Montreal,"45.565167200090784, -73.62448587635953",4504,2159,2345,32.1,34.3,33.2,4.4
Montreal,"45.567142841708346, -73.62112437434816",1379,746,633,36.2,32.7,34.6,4.3
Montreal,"45.56540144175756, -73.61568268371694",4311,1979,2332,30.9,36.4,33.9,3.7
Montreal,"45.56690384381826, -73.61196648137538",1776,961,815,37.5,39.5,38.4,2.6
Montreal,"45.56793290200907, -73.61012625561722",2459,1189,1270,36.5,38.4,37.5,4.0
Montreal,"45.565919425308294, -73.60609910332943",3429,1619,1810,43.6,33.2,38.1,3.4
Montreal,"45.56797568138581, -73.60467403589523",3054,1506,1548,38.2,26.5,32.3,2.5
Montreal,"45.56788002370909, -73.5994134112172",1046,537,509,37.2,28.0,32.7,4.2
Montreal,"45.56544558902393, -73.5982330631384",3896,1816,2080,41.7,44.2,43.0,3.6
Montreal,"45.56497790097285, -73.59292057266497",3930,2143,1787,41.9,44.8,43.2,2.5
Montreal,"45.56805310376492, -73.59188780456068",4761,2576,2185,27.0,33.5,30.0,2.8
Montreal,"45.565795494392404, -73.58650039500675",3420,1614,1806,41.3,26.5,33.5,2.9
Montreal,"45.564927943335334, -73.58294489031003",3361,1631,1730,44.2,25.8,34.8,4.2
Montreal,"45.56769275242815, -73.58076351954973",4520,2382,2138,30.3,38.3,34.1,4.4
Montreal,"45.56687343217537, -73.57611311082256",4386,2067,2319,42.5,26.5,34.0,4.4
Montreal,"45.56479613383334, -73.57425666128343",3031,1474,1557,36.1,32.7,34.4,3.9
Montreal,"45.56857331925343, -73.56974081274733",2044,1030,1014,32.8,27.1,30.0,3.9
Montreal,"45.56692162395477, -73.56550576385406",4671,2544,2127,28.6,33.3,30.7,4.5
Montreal,"45.564849389117406, -73.56407501216452",1537,802,735,38.0,43.3,40.5,4.5
Montreal,"45.56844070323235, -73.56196608507692",3424,1882,1542,32.4,26.5,29.7,3.1
Montreal,"45.56609326324121, -73.55753705794734",3759,1726,2033,27.2,36.1,32.0,2.6
Montreal,"45.56625921222072, -73.55455379850721",3634,1658,1976,26.6,27.4,27.1,4.0
Montreal,"45.567674035749555, -73.54909724750054",4536,2344,2192,37.9,29.6,33.9,3.9
Montreal,"45.57189540297179, -73.64918937275783",4456,2276,2180,29.4,26.2,27.8,3.1
Montreal,"45.56838951934371, -73.64703752042166",3390,1822,1568,35.2,34.9,35.0,3.9
Montreal,"45.57096580536674, -73.64492932180062",1555,709,846,40.8,29.4,34.6,4.1
Montreal,"45.571229977332806, -73.64139925336767",4342,2241,2101,37.0,36.1,36.6,3.9
Montreal,"45.570348702037215, -73.6371382197397",3871,1976,1895,41.9,27.1,34.7,2.5
Montreal,"45.57034543281403, -73.6319252249488",3386,1762,1624,37.7,36.4,37.1,3.3
Montreal,"45.56916047752384, -73.63139384875649",3242,1474,1768,30.8,25.6,28.0,2.8
Montreal,"45.56985242489215, -73.62512585117541",1266,587,679,26.0,29.3,27.8,3.3
Montreal,"45.56837316346028, -73.62245948250398",3125,1444,1681,40.7,40.5,40.6,4.4
Montreal,"45.5715376082723, -73.61877009586449",4645,2348,2297,25.3,30.1,27.7,4.1
Montreal,"45.570616880599886, -73.61559136380598",2667,1424,1243,42.5,39.0,40.9,3.9
Montreal,"45.568644188105864, -73.61147866389646",3046,1646,1400,30.1,41.1,35.2,3.6
Montreal,"45.57006520318962, -73.60908511744115",1967,938,1029,36.3,30.3,33.1,3.6
Montreal,"45.57060557966004, -73.60494575785293",2443,1106,1337,33.1,36.8,35.1,4.1
Montreal,"45.56936566115759, -73.60219192589926",4031,1947,2084,43.2,35.0,39.0,3.3
Montreal,"45.56935608283552, -73.60055873457719",1539,799,740,34.1,31.8,33.0,3.4
Montreal,"45.57142381021202, -73.59694306088367",3283,1549,1734,37.4,35.9,36.6,4.2
Montreal,"45.571562719723964, -73.5922366333301",3340,1721,1619,34.7,27.8,31.4,4.5
Montreal,"45.5695505370867, -73.59116471743593",1320,634,686,38.3,38.2,38.2,3.1
Montreal,"45.570441548931804, -73.58836667351054",2470,1223,1247,42.2,38.0,40.1,4.3
Montreal,"45.568609605627266, -73.58282217474795",1733,834,899,28.8,40.2,34.7,3.6
Montreal,"45.56999009129695, -73.57878109422282",2860,1403,1457,32.8,26.7,29.7,3.7
Montreal,"45.56857049008507, -73.57518483674598",2414,1133,1281,26.9,43.8,35.9,4.4
Montreal,"45.57018854420983, -73.57145754485933",3029,1405,1624,44.6,33.0,38.4,3.4
Montreal,"45.571125782069416, -73.57165132926407",2202,1138,1064,32.5,35.4,33.9,3.7
Montreal,"45.568376455976214, -73.56741179186594",1058,490,568,40.6,38.7,39.6,2.8
Montreal,"45.57173622388529, -73.56468744339342",4303,2128,2175,32.8,27.4,30.1,3.3
Montreal,"45.56912046928932, -73.56054668693682",1561,822,739,35.8,33.7,34.8,4.0
Montreal,"45.568356916966174, -73.55794992165632",2263,1153,1110,27.5,41.2,34.2,3.3
Montreal,"45.571087762041714, -73.55430155693531",3246,1653,1593,37.6,40.7,39.1,3.3
Montreal,"45.56989304381545, -73.55097589478602",3664,1665,1999,32.9,32.6,32.7,4.2
Montreal,"45.57483996481028, -73.64939883166778",4055,2023,2032,38.7,25.9,32.3,2.6
Montreal,"45.57189512230774, -73.64817080176955",2490,1325,1165,34.9,27.6,31.5,2.7
Montreal,"45.57360826713309, -73.64517496276807",4841,2249,2592,28.0,28.6,28.3,2.9
Montreal,"45.574769346355005, -73.64039624314282",1620,784,836,39.9,41.6,40.8,2.5
Montreal,"45.574761337169605, -73.63499810620108",2314,1213,1101,35.4,37.4,36.4,3.7
Montreal,"45.57184927028738, -73.63386640426977",4598,2097,2501,28.6,32.2,30.6,4.2
Montreal,"45.57471267590795, -73.62819182016511",2390,1260,1130,25.2,32.2,28.5,4.0
Montreal,"45.57282806571574, -73.62593786307932",1932,933,999,40.4,28.8,34.4,2.7
Montreal,"45.57335710305324, -73.6242820236024",2114,1029,1085,33.3,31.6,32.4,4.4
Montreal,"45.574835479159894, -73.61926977765434",3554,1681,1873,38.3,29.8,33.8,2.8
Montreal,"45.573815788228636, -73.61609119952548",3940,2053,1887,25.1,26.7,25.9,2.8
Montreal,"45.574297503574414, -73.61435406619212",4597,2334,2263,43.3,42.8,43.1,3.0
Montreal,"45.57461827347361, -73.61196822821633",1446,765,681,30.5,39.0,34.5,4.1
Montreal,"45.57474557247079, -73.60750402426594",2151,1153,998,41.1,35.8,38.7,4.1
Montreal,"45.571966156549365, -73.60373621165195",3097,1462,1635,38.9,41.0,40.0,2.9
Montreal,"45.57162524804145, -73.60044710800426",4452,2286,2166,42.5,34.6,38.7,4.0
Montreal,"45.5731824476223, -73.59829265418603",1619,840,779,31.1,40.1,35.4,2.7
Montreal,"45.573196843717554, -73.59276339540277",1470,724,746,35.6,29.6,32.5,2.9
Montreal,"45.5749338393952, -73.59014058801208",3550,1931,1619,42.3,43.0,42.6,3.5
Montreal,"45.57167662351868, -73.5857395541735",3057,1408,1649,25.3,25.9,25.6,3.9
Montreal,"45.575003174740864, -73.58164337033837",2568,1194,1374,31.2,44.5,38.3,3.2
Montreal,"45.574406199935076, -73.58120211600061",2897,1454,1443,37.3,41.1,39.2,4.1
Montreal,"45.57264821588192, -73.5773975272176",3782,1827,1955,35.1,34.0,34.5,3.1
Montreal,"45.57531908626172, -73.57338815326852",4867,2614,2253,42.3,33.3,38.2,4.0
Montreal,"45.574142496687415, -73.57009512212531",2230,1115,1115,44.0,27.9,35.9,4.0
Montreal,"45.57244683358435, -73.5685135373112",3023,1609,1414,28.0,31.2,29.5,4.0
Montreal,"45.57195629780338, -73.56345346315268",1525,783,742,29.1,27.3,28.2,4.3
Montreal,"45.57389419886113, -73.5607192535231",4973,2499,2474,36.1,28.7,32.5,2.6
Montreal,"45.57145862634941, -73.5562623570132",1188,651,537,30.0,32.3,31.1,3.6
Montreal,"45.5728544726291, -73.55158749466712",3159,1480,1679,44.2,28.2,35.7,4.5
Montreal,"45.572779304368986, -73.55027956104342",2807,1374,1433,33.7,43.3,38.6,3.9
Montreal,"45.57656030522426, -73.65178368993963",3180,1471,1709,35.9,34.9,35.4,3.1
Montreal,"45.57813874907363, -73.64485608662888",3852,2052,1800,33.9,39.5,36.5,2.8
Montreal,"45.57740135242809, -73.64425394089267",3563,1771,1792,29.2,38.7,33.9,4.1
Montreal,"45.577209415838404, -73.6416656348663",3935,2129,1806,36.1,37.1,36.6,2.7
Montreal,"45.574943702864864, -73.63704639274633",4183,2196,1987,27.7,27.6,27.7,3.8
Montreal,"45.57586001387856, -73.63248450652407",1141,568,573,30.9,43.0,37.0,2.7
Montreal,"45.57815182318548, -73.62990088822801",4237,2311,1926,29.4,37.7,33.2,2.7
Montreal,"45.57734524426539, -73.62762887776343",4298,2100,2198,30.5,30.7,30.6,2.8
Montreal,"45.57798886303267, -73.62496356829321",4229,2269,1960,32.6,31.1,31.9,3.9
Montreal,"45.578273233615214, -73.62063192340841",2277,1086,1191,29.1,26.4,27.7,4.1
Montreal,"45.577679370869106, -73.61800853354141",4482,2231,2251,41.2,38.7,39.9,3.2
Montreal,"45.576063771703105, -73.61365692902163",1930,1026,904,42.7,40.7,41.8,4.4
Montreal,"45.57656866433826, -73.60924467802691",1674,857,817,41.8,34.3,38.2,2.7
Montreal,"45.57530942330656, -73.60587990632345",4072,1851,2221,29.1,37.7,33.8,3.0
Montreal,"45.57608543617266, -73.60256172758629",2235,1139,1096,34.9,39.8,37.3,3.6
Montreal,"45.57622321853508, -73.60196027396437",2457,1305,1152,39.3,37.5,38.5,4.0
Montreal,"45.577798956162546, -73.5962781521122",3144,1574,1570,41.8,34.5,38.1,3.3
Montreal,"45.574977901520015, -73.59266148337984",4883,2544,2339,43.6,42.7,43.2,2.7
Montreal,"45.577132716163334, -73.59070506970096",3345,1702,1643,35.0,30.1,32.6,3.4
Montreal,"45.57861213845482, -73.58491079043148",4761,2246,2515,27.6,43.1,35.7,3.7
Montreal,"45.57763801205631, -73.58238645618955",1184,645,539,29.2,27.4,28.4,2.8
Montreal,"45.57593272782408, -73.58139797488164",1938,1040,898,31.4,36.1,33.6,4.4
Montreal,"45.5765013029357, -73.57807672032219",2798,1262,1536,34.0,38.7,36.6,4.5
Montreal,"45.57812387206107, -73.57487890582904",3997,2175,1822,39.8,43.1,41.3,2.9
Montreal,"45.57854657116554, -73.57037445344737",2623,1326,1297,31.2,34.4,32.8,4.2
Montreal,"45.57674943345951, -73.5686519591017",2047,922,1125,25.4,33.1,29.6,3.3
Montreal,"45.57646890253653, -73.56200329002169",4122,2000,2122,25.3,38.4,32.0,3.4
Montreal,"45.57516953548693, -73.5602026853967",4941,2577,2364,28.2,44.8,36.2,4.2
Montreal,"45.57854449671244, -73.5582768824487",1492,800,692,28.6,38.7,33.3,3.6
Montreal,"45.575541157754635, -73.55141720537779",1495,759,736,43.6,42.2,42.9,3.5
Montreal,"45.576347371102266, -73.54981565508919",4543,2479,2064,28.3,36.1,31.8,3.0
Montreal,"45.578664404112125, -73.65048977371407",2803,1298,1505,30.2,40.8,35.9,3.7
Montreal,"45.57939234221607, -73.64485715914198",1809,967,842,43.1,39.4,41.4,3.2
Montreal,"45.581886978020655, -73.64302598761654",3401,1869,1532,33.6,28.3,31.2,4.0
Montreal,"45.57805748407156, -73.63874488260258",4686,2297,2389,38.2,32.9,35.5,4.3
Montreal,"45.578064765074906, -73.63508004701217",3224,1564,1660,29.6,28.6,29.1,3.0
Montreal,"45.580008340800376, -73.63186230073995",4744,2260,2484,45.0,35.4,40.0,4.0
Montreal,"45.58079726858434, -73.62940435329084",3368,1811,1557,36.2,27.2,32.1,3.5
Montreal,"45.57982398994011, -73.62702511942332",2266,1242,1024,41.0,32.0,36.9,2.8
Montreal,"45.57940884488309, -73.62316346526863",2070,969,1101,25.6,32.8,29.4,3.0
Montreal,"45.58009267929119, -73.61893967544032",3282,1700,1582,34.5,39.2,36.7,3.1
